order,combo,o_info
3,"('draw_sum', 'n2_delta2', 'n4_delta2')",-0.06325171933454854
3,"('draw_sum', 'n1_mod7', 'n2_mod5')",-0.06305664131518007
3,"('draw_sum', 'n2_delta', 'n2_mod5')",-0.06278032593405314
3,"('draw_sum', 'n2_mod5', 'n3_delta2')",-0.06277469092615817
3,"('draw_sum', 'n2_mod5', 'n4_delta2')",-0.06275555421121837
3,"('draw_sum', 'n2_delta', 'n4_mod5')",-0.062380938359783755
3,"('draw_sum', 'n3_mod7', 'n5_mod5')",-0.06211277553951433
3,"('draw_range', 'draw_std_roll_std', 'draw_sum')",-0.06200278287555783
3,"('draw_sum', 'n3_delta2', 'n5_delta2')",-0.061729615087601886
3,"('draw_range_roll_std', 'draw_sum', 'n4_mod5')",-0.061693428571324205
3,"('draw_sum', 'n1_mod5', 'n5_mod7')",-0.06165701617134545
3,"('draw_std_roll_std', 'draw_sum', 'n4_mod5')",-0.06151674804847751
3,"('draw_sum', 'mb_delta', 'n4_mod5')",-0.06149342282768622
3,"('draw_sum', 'n5_delta', 'n5_mod5')",-0.061491201287395825
3,"('draw_sum', 'n4_delta', 'n4_mod5')",-0.06142447022114794
3,"('draw_std_roll_std', 'draw_sum', 'n5_mod5')",-0.06104585809302421
3,"('draw_sum', 'n1_delta', 'n1_mod7')",-0.060553853986588635
3,"('draw_sum', 'n3_delta2', 'n5_mod5')",-0.06015302962599378
3,"('draw_sum', 'n1_mod5', 'n5_delta')",-0.06003901234629261
3,"('draw_sum', 'n2_mod5', 'n3_mod7')",-0.05993965176723748
3,"('draw_range', 'draw_sum', 'draw_sum_roll_std')",-0.05988157008483874
3,"('draw_sum', 'n1_delta', 'n5_delta2')",-0.05986932529488698
3,"('draw_sum', 'n1_delta2', 'n4_mod5')",-0.05973490479767207
3,"('draw_sum', 'n4_mod5', 'n5_delta2')",-0.059697707961293034
3,"('draw_sum', 'n3_delta2', 'n3_mod5')",-0.059677124223481925
3,"('draw_sum', 'n4_mod5', 'n5_mod7')",-0.059392799124061924
3,"('draw_sum', 'n3_mod5', 'n4_delta')",-0.0592971434890579
3,"('draw_sum', 'n1_delta', 'n5_delta')",-0.05927055772998813
3,"('draw_sum', 'draw_sum_roll_std', 'n3_delta2')",-0.059250436171012666
3,"('draw_sum', 'n2_delta', 'n5_mod5')",-0.05923738251269128
3,"('draw_sum', 'n3_delta', 'n3_mod5')",-0.058953415813261856
3,"('draw_sum', 'draw_sum_roll_std', 'n5_mod7')",-0.05867938999399769
3,"('draw_sum', 'n2_mod5', 'n4_mod7')",-0.05842491294258778
3,"('draw_sum', 'n1_delta2', 'n2_delta')",-0.058292413030178736
3,"('draw_sum', 'n1_mod5', 'n5_delta2')",-0.05817129701820001
3,"('draw_std_roll_std', 'draw_sum', 'n1_delta')",-0.058050717897341286
3,"('draw_sum', 'n5_mod3', 'n5_mod7')",-0.05799860584950878
3,"('draw_sum', 'n2_mod5', 'n5_mod7')",-0.05780738940613794
3,"('draw_sum', 'n3_delta', 'n4_mod5')",-0.05771630357445723
3,"('draw_sum', 'n2_mod5', 'n4_delta')",-0.057638901354003735
3,"('draw_std_roll_std', 'draw_sum', 'n3_mod5')",-0.057194221100786535
3,"('draw_sum', 'n1_delta2', 'n5_mod5')",-0.05684286322766674
3,"('draw_sum', 'n2_delta', 'n5_delta2')",-0.056718999073746446
3,"('draw_sum', 'n1_delta', 'n3_mod5')",-0.05646718377223614
3,"('draw_sum', 'n4_delta', 'n5_mod5')",-0.056255154266500185
3,"('draw_std_roll_std', 'draw_sum', 'n2_mod5')",-0.05624205367262114
3,"('draw_range_roll_std', 'draw_sum', 'n3_mod5')",-0.056034926650831096
3,"('draw_sum', 'draw_sum_roll_std', 'n1_delta')",-0.05599967402484296
3,"('draw_sum', 'n1_delta', 'n4_delta2')",-0.055639534280613745
3,"('draw_sum', 'n2_mod5', 'n5_delta')",-0.055031194602026545
3,"('draw_sum', 'n2_mod7', 'n5_mod5')",-0.05496336567125404
3,"('draw_sum', 'n3_delta', 'n5_mod5')",-0.05470498027701787
3,"('draw_sum', 'n1_mod5', 'n2_delta')",-0.0544980547612095
3,"('draw_sum', 'n2_mod5', 'n3_delta')",-0.05440569429699238
